entity_id,region_name,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,nace_level_1_name,nace_level_2_name,revenue_pct,activity_type,env_score_adjustment
1609,Western Europe,United Kingdom of Great Britain and Northern Ireland,6253400000,3.329,3.836,2.92,2.905,95262,4562,Wholesale And Retail Trade,Wholesale and retail trade and repair of motor vehicles and motorcycles,1,Other,Other
1181,Western Europe,United Kingdom of Great Britain and Northern Ireland,3050000000,2.853,3.387,2.882,1.857,18199,4680,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,N/A,N/A
3908,Western Europe,Denmark,2380000000,3.219,4.235,2.653,2.071,6511,4695,Transportation And Storage,Land transport and transport via pipelines,0.394880403,Other,Other
3908,Western Europe,Denmark,2380000000,3.219,4.235,2.653,2.071,6511,4695,Transportation And Storage,Water transport,0.298363407,Other,Other
3908,Western Europe,Denmark,2380000000,3.219,4.235,2.653,2.071,6511,4695,Transportation And Storage,Air transport,0.298363407,Other,Other
3908,Western Europe,Denmark,2380000000,3.219,4.235,2.653,2.071,6511,4695,Transportation And Storage,"Warehousing, storage and support activities for transportation",0.008392782,Other,Other
10702,Western Europe,Luxembourg,534970000,3.322,3.9,3.1,2.548,5656.54,4697.11,Manufacturing,Manufacture of food products,1,Farming,Farming
3991,Western Europe,Sweden,9850000000,2.729,3.31,3,1.357,842,4743,Financial And Insurance Activities,Real estate activities,1,N/A,N/A
1262,Western Europe,Italy,3510000000,2.67,3.1,3,1.5,6176.45,4761.1,Information and communication,Publishing activities,1,Operation,Operation
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Raw materials,Raw materials
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Disposal ,Disposal 
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Raw materials,Raw materials
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,Manufacturing,Other manufacturing,0.31,Disposal ,Disposal 
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Raw materials,Raw materials
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Disposal ,Disposal 
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Raw materials,Raw materials
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Manufacturing,Manufacturing
1190,Western Europe,United Kingdom of Great Britain and Northern Ireland,2850000000,2.548,2.495,2.905,2.214,134278,4842,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.69,Disposal ,Disposal 
3256,Western Europe,Sweden,1498917000,2.634,2.579,2.711,2.643,38064,4997,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",0.052370166,N/A,N/A
3256,Western Europe,Sweden,1498917000,2.634,2.579,2.711,2.643,38064,4997,Construction,Specialised construction activities,0.947629834,N/A,N/A
1074,Western Europe,France,1283277000,3.37,3.9,3.3,2.5,13537.81,5076.68,Manufacturing,Manufacture of food products,1,Operation,Operation
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,Wholesale And Retail Trade,Retail trade,0.05,Raw materials,Raw materials
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,Wholesale And Retail Trade,Retail trade,0.05,Raw materials,Raw materials
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,Transportation And Storage,Land transport and transport via pipelines,0.316666667,Raw materials,Raw materials
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,Transportation And Storage,Land transport and transport via pipelines,0.316666667,Raw materials,Raw materials
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.633333333,Raw materials,Raw materials
1557,Western Europe,France,2402800000,3.018,3.4,2.995,2.357,41609,5271,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.633333333,Raw materials,Raw materials
2126,Western Europe,Spain,843000000,2.996,3.75,2,2.833,380.42,5296.02,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.065718391,Disposal ,Disposal 
2126,Western Europe,Spain,843000000,2.996,3.75,2,2.833,380.42,5296.02,Education,Human health activities,0.934281609,Disposal ,Disposal 
1208,Western Europe,United Kingdom of Great Britain and Northern Ireland,3371500000,3.16,3.602,2.807,2.786,41015,5405,"Professional, scientific and technical activities",Veterinary activities,1,Operation,Operation
1343,Western Europe,Finland,494000000,2.92,3.192,3,2.333,3301,5431,"Professional, Scientific And Technical Activities",Rental and leasing activities,1,Operation,Operation
1213,Western Europe,Switzerland,4440000000,3.129,3.9,2.675,2.286,7600,5500,Manufacturing,Manufacture of chemicals and chemical products,0.8194,N/A,N/A
1213,Western Europe,Switzerland,4440000000,3.129,3.9,2.675,2.286,7600,5500,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.1806,N/A,N/A
1198,Western Europe,Austria,1855872600,2.972,3.028,2.827,3.048,35049,5536,Manufacturing,Manufacture of electrical equipment,1,Raw materials,Raw materials
1198,Western Europe,Austria,1855872600,2.972,3.028,2.827,3.048,35049,5536,Manufacturing,Manufacture of electrical equipment,1,Manufacturing,Manufacturing
1198,Western Europe,Austria,1855872600,2.972,3.028,2.827,3.048,35049,5536,Manufacturing,Manufacture of electrical equipment,1,Disposal ,Disposal 
66,Western Europe,France,4800000000,2.971,3.215,3.593,1.786,17567,5803,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities",0.696919234,N/A,N/A
66,Western Europe,France,4800000000,2.971,3.215,3.593,1.786,17567,5803,Human Health And Social Work Activities,Gambling and betting activities,0.303080766,N/A,N/A
1491,Northern America,United States of America,1870000000,2.99,3.229,2.8,2.786,1012,5847,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,N/A,N/A
2339,Northern America,United States of America,790723000,2.803,3.901,2.184,1.571,183,6091,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.110049333,End-use,End-use
2339,Northern America,United States of America,790723000,2.803,3.901,2.184,1.571,183,6091,Information and communication,Telecommunications,0.889950667,End-use,End-use
63,Western Europe,France,1926233000,2.908,3.65,1.797,2.905,12879,6132,"Professional, scientific and technical activities",Scientific research and development,0.5,Operation,Operation
63,Western Europe,France,1926233000,2.908,3.65,1.797,2.905,12879,6132,"Professional, scientific and technical activities",Scientific research and development,0.5,Disposal ,Disposal 
63,Western Europe,France,1926233000,2.908,3.65,1.797,2.905,12879,6132,Education,Human health activities,0.5,Operation,Operation
63,Western Europe,France,1926233000,2.908,3.65,1.797,2.905,12879,6132,Education,Human health activities,0.5,Disposal ,Disposal 
2209,Western Europe,Germany,306500000,3.007,3.968,1.948,2.548,6364,6257,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.920982736,N/A,N/A
2209,Western Europe,Germany,306500000,3.007,3.968,1.948,2.548,6364,6257,Transportation And Storage,"Warehousing, storage and support activities for transportation",0.079017264,N/A,N/A
3665,Northern America,United States of America,4300000000,3.149,3,3,3.595,1034,6364.095,Information and communication,Publishing activities,1,N/A,N/A
10801,Western Europe,United Kingdom of Great Britain and Northern Ireland,1298700000,3.176,3.469,2.942,2.929,4326.6,6568,Manufacturing,"Manufacture of computer, electronic and optical products",0.333333333,N/A,N/A
10801,Western Europe,United Kingdom of Great Britain and Northern Ireland,1298700000,3.176,3.469,2.942,2.929,4326.6,6568,Information and communication,"Computer programming, consultancy and related activities",0.333333333,N/A,N/A
10801,Western Europe,United Kingdom of Great Britain and Northern Ireland,1298700000,3.176,3.469,2.942,2.929,4326.6,6568,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,0.333333333,N/A,N/A
1511,Western Europe,Portugal,715595511,3.054,3.504,2.799,2.548,21603,6759,Manufacturing,Manufacture of chemicals and chemical products,1,N/A,N/A
2026,Northern America,United States of America,1900000000,2.96,3.25,2.65,2.81,66,7096,Information and communication,Publishing activities,1,N/A,N/A
1204,Western Europe,Germany,1490000000,3.162,3.702,2.862,2.548,4920,7419,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.817,Operation,Operation
1204,Western Europe,Germany,1490000000,3.162,3.702,2.862,2.548,4920,7419,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.183,Operation,Operation
2143,Northern America,United States of America,2767100000,2.668,3.159,2.768,1.667,161700,7500,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,1,N/A,N/A
2977,Northern America,United States of America,721900000,2.845,3.633,2.049,2.381,404,7644,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.265479983,N/A,N/A
2977,Northern America,United States of America,721900000,2.845,3.633,2.049,2.381,404,7644,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.234520017,N/A,N/A
2977,Northern America,United States of America,721900000,2.845,3.633,2.049,2.381,404,7644,"Professional, scientific and technical activities",Scientific research and development,0.265479983,N/A,N/A
2977,Northern America,United States of America,721900000,2.845,3.633,2.049,2.381,404,7644,"Professional, scientific and technical activities","Activities of advertising, market research and public relations",0.234520017,N/A,N/A
1252,Western Europe,Italy,1890600000,2.926,3.134,3.088,2.357,317414,7644,Manufacturing,Manufacture of paper and paper products,1,Disposal ,Disposal 
1252,Western Europe,Italy,1890600000,2.926,3.134,3.088,2.357,317414,7644,Manufacturing,Manufacture of paper and paper products,1,Operation,Operation
1239,Western Europe,Germany,1392163000,2.023,1,3,2.69,7650,7760,Transportation And Storage,"Warehousing, storage and support activities for transportation",1,N/A,N/A
2517,Western Europe,United Kingdom of Great Britain and Northern Ireland,871900000,2.805,3.75,2,2.071,8153,7799,Public Administration And Defence; Compulsory Social Security,Education,0.5,N/A,N/A
2517,Western Europe,United Kingdom of Great Britain and Northern Ireland,871900000,2.805,3.75,2,2.071,8153,7799,Education,Social work activities without accommodation,0.5,N/A,N/A
3320,Western Europe,Netherlands,338730000,2.998,3.988,1.67,2.81,3730,7845,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.977514391,N/A,N/A
3320,Western Europe,Netherlands,338730000,2.998,3.988,1.67,2.81,3730,7845,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.022485609,N/A,N/A
2169,Northern America,United States of America,6430000000,2.777,3.141,3,1.857,1877,7869,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities",1,Other,Other
3642,Northern America,United States of America,195000000,3.376,3.75,2.87,3.31,196,7919,Manufacturing,Manufacture of rubber and plastic products,1,Raw materials,Raw materials
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,Manufacturing,Manufacture of rubber and plastic products,0.210721868,Operation,Operation
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,Manufacturing,Manufacture of other non-metallic mineral products,0.146496815,Operation,Operation
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.210721868,Operation,Operation
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.210721868,Operation,Operation
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.11066879,Operation,Operation
10234,Western Europe,France,629000000,2.737,2.941,2.431,2.738,7065,8083,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.11066879,Operation,Operation
1229,Western Europe,Germany,9300000000,2.352,2.13,2.9,2.095,115383,8264,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.188333333,N/A,N/A
1229,Western Europe,Germany,9300000000,2.352,2.13,2.9,2.095,115383,8264,Construction,Specialised construction activities,0.811666667,N/A,N/A
1272,Western Europe,Italy,2363600000,3.175,3.8,2.977,2.286,10729.51,8302.15,Manufacturing,Manufacture of machinery and equipment n.e.c.,1,Other,Other
1272,Western Europe,Italy,2363600000,3.175,3.8,2.977,2.286,10729.51,8302.15,Manufacturing,Manufacture of machinery and equipment n.e.c.,1,Operation,Operation
3355,Northern America,United States of America,4573200000,2.474,2.947,2.236,1.905,832,8770,Information and communication,Information service activities,0.944625407,N/A,N/A
3355,Northern America,United States of America,4573200000,2.474,2.947,2.236,1.905,832,8770,Information and communication,"Computer programming, consultancy and related activities",0.055374593,N/A,N/A
1722,Western Europe,Italy,355000000,3.244,4,2.471,2.81,5242,8772,Manufacturing,Manufacture of chemicals and chemical products,0.101442741,N/A,N/A
1722,Western Europe,Italy,355000000,3.244,4,2.471,2.81,5242,8772,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.898557259,N/A,N/A
1975,Northern America,United States of America,992452000,3.012,3.9,3,1.429,1605,8843,Manufacturing,Manufacture of machinery and equipment n.e.c.,1,Raw materials,Raw materials
10700,Western Europe,France,568241000,3.04,3.243,3.028,2.69,14644,8895,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,1,N/A,N/A
2226,Western Europe,Luxembourg,926836000,3.081,3.562,2.251,3.214,37881,8966,Transportation And Storage,"Warehousing, storage and support activities for transportation",1,N/A,N/A
2581,Northern America,United States of America,5501907000,2.89,3.523,2.959,1.667,104515,8991,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,Raw materials,Raw materials
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of food products,0.131396046,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of food products,0.131396046,End-use,End-use
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of wearing apparel,0.065698023,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of wearing apparel,0.065698023,End-use,End-use
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of chemicals and chemical products,0.234012383,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,Manufacture of chemicals and chemical products,0.234012383,End-use,End-use
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Wholesale And Retail Trade,Retail trade,0.299710405,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Wholesale And Retail Trade,Retail trade,0.299710405,End-use,End-use
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Information and communication,Information service activities,0.134591572,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,Information and communication,Information service activities,0.134591572,End-use,End-use
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.134591572,Manufacturing,Manufacturing
1248,Western Europe,United Kingdom of Great Britain and Northern Ireland,2045400000,3.017,3.658,3.004,1.881,5520.24,9060.42,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.134591572,End-use,End-use
3342,Western Europe,Belgium,976893000,3.294,3.944,3,2.476,19518,9123,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.905864827,N/A,N/A
3342,Western Europe,Belgium,976893000,3.294,3.944,3,2.476,19518,9123,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.094135173,N/A,N/A
10764,Northern America,United States of America,656323000,2.815,3.939,2.124,1.619,4147,9989,Manufacturing,Other manufacturing,0.612154381,N/A,N/A
10764,Northern America,United States of America,656323000,2.815,3.939,2.124,1.619,4147,9989,"Professional, scientific and technical activities",Scientific research and development,0.387845619,N/A,N/A
1766,Northern America,United States of America,782009000,2.996,3.75,2,2.833,1590,10254,Education,Human health activities,1,Manufacturing,Manufacturing
3916,Western Europe,Spain,436699000,3.023,3.171,3,2.786,30446,10330,Manufacturing,Manufacture of other non-metallic mineral products,0.957114626,N/A,N/A
3916,Western Europe,Spain,436699000,3.023,3.171,3,2.786,30446,10330,"Professional, scientific and technical activities",Scientific research and development,0.042885374,N/A,N/A
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of chemicals and chemical products,0.420139896,Operation,Operation
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of chemicals and chemical products,0.420139896,Manufacturing,Manufacturing
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of chemicals and chemical products,0.420139896,Manufacturing,Manufacturing
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of electrical equipment,0.079860104,Operation,Operation
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of electrical equipment,0.079860104,Manufacturing,Manufacturing
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Manufacturing,Manufacture of electrical equipment,0.079860104,Manufacturing,Manufacturing
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.5,Operation,Operation
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.5,Manufacturing,Manufacturing
3157,Western Europe,United Kingdom of Great Britain and Northern Ireland,2476130000,3.179,3.645,2.925,2.643,13060,10380,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.5,Manufacturing,Manufacturing
3595,Northern America,United States of America,3760500000,2.83,3.351,2.979,1.714,76040,10583,Manufacturing,"Manufacture of computer, electronic and optical products",1,Disposal ,Disposal 
10061,Western Europe,Finland,624900000,2.768,2.972,2.901,2.238,35600,10600,Financial And Insurance Activities,Real estate activities,1,N/A,N/A
3356,Northern America,United States of America,702727000,3.698,4.75,3,2.643,63384,10645,Mining And Quarrying,Extraction of crude petroleum and natural gas,1,Farming,Farming
1303,Western Europe,Luxembourg,451800000,2.348,2.669,2.455,1.643,2780,10680,Wholesale And Retail Trade,Retail trade,0.182049676,Operation,Operation
1303,Western Europe,Luxembourg,451800000,2.348,2.669,2.455,1.643,2780,10680,Information and communication,Telecommunications,0.817950324,Operation,Operation
3958,Northern America,United States of America,19857200000,2.907,3.572,3.022,1.571,308000,11000,"Agriculture, Forestry And Fishing","Crop and animal production, hunting and related service activities",1,Farming,Farming
1851,Western Europe,Ireland,1392010000,3.56,3.855,3.583,3,48501,11141,Manufacturing,Manufacture of food products,1,Operation,Operation
1378,Western Europe,Sweden,737895000,2.698,3,2.864,1.952,2347,11307,Information and communication,"Computer programming, consultancy and related activities",1,N/A,N/A
2957,Northern America,United States of America,514711000,2.907,3,2.65,3.048,378,11430,Information and communication,Publishing activities,0.821983599,Operation,Operation
2957,Northern America,United States of America,514711000,2.907,3,2.65,3.048,378,11430,Information and communication,"Computer programming, consultancy and related activities",0.178016401,Operation,Operation
2426,Northern America,United States of America,2071600000,2.893,3.6,2,2.69,1383,11467,Manufacturing,Other manufacturing,1,Manufacturing,Manufacturing
1490,Western Europe,Germany,2640000000,2.502,3.5,1.9,1.429,19929,11527,Education,Human health activities,1,N/A,N/A
3236,Northern America,United States of America,3810000000,2.759,2.9,3,2.214,423,11583,Information and communication,Publishing activities,1,Operation,Operation
1589,Western Europe,Italy,353567895,3.375,3.9,3,2.881,7593,11597,Manufacturing,Manufacture of leather and related products of other materials,1,Other,Other
3295,Western Europe,France,19300000000,2.508,3.053,2.742,1.243,72515,12224,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",1,N/A,N/A
2435,Northern America,United States of America,2679634000,2.119,2.543,1.938,1.571,10200,12300,Information and communication,Telecommunications,1,N/A,N/A
3308,Western Europe,Germany,2900000000,2.956,3.14,2.624,3.024,5300,12496,Information and communication,Publishing activities,0.911359215,N/A,N/A
3308,Western Europe,Germany,2900000000,2.956,3.14,2.624,3.024,5300,12496,Information and communication,Information service activities,0.088640785,N/A,N/A
2920,Western Europe,United Kingdom of Great Britain and Northern Ireland,549000000,2.924,3.75,1.9,2.667,3217,12858,Human Health And Social Work Activities,Sports activities and amusement and recreation activities,1,N/A,N/A
2014,Northern America,United States of America,48040364000,2.787,3.652,2.502,1.571,9519,12919,Manufacturing,"Manufacture of computer, electronic and optical products",0.983361207,Disposal ,Disposal 
2014,Northern America,United States of America,48040364000,2.787,3.652,2.502,1.571,9519,12919,Information and communication,Publishing activities,0.012309052,Disposal ,Disposal 
2014,Northern America,United States of America,48040364000,2.787,3.652,2.502,1.571,9519,12919,"Arts, Sports And Recreation","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",0.004329741,Disposal ,Disposal 
1958,Northern America,United States of America,4982659000,2.791,3.088,2.765,2.286,54129,13085,Construction,Specialised construction activities,0.123502229,N/A,N/A
1958,Northern America,United States of America,4982659000,2.791,3.088,2.765,2.286,54129,13085,Information and communication,Publishing activities,0.876497771,N/A,N/A
1594,Western Europe,Netherlands,857000000,2.741,3.484,1.765,2.571,1683,13541,Education,Human health activities,1,N/A,N/A
2465,Northern America,United States of America,4102108000,2.974,3.577,3,1.857,4098,13651,Manufacturing,Manufacture of wearing apparel,1,End-use,End-use
2465,Northern America,United States of America,4102108000,2.974,3.577,3,1.857,4098,13651,Manufacturing,Manufacture of wearing apparel,1,Other,Other
3053,Northern America,United States of America,4301200000,3.054,3.758,2.995,1.857,67853,13816,Wholesale And Retail Trade,Retail trade,0.48230043,Other,Other
3053,Northern America,United States of America,4301200000,3.054,3.758,2.995,1.857,67853,13816,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.51769957,Other,Other
1337,Western Europe,France,2394700000,3.214,4.019,3.019,2,13839,14613,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.538689606,Operation,Operation
1337,Western Europe,France,2394700000,3.214,4.019,3.019,2,13839,14613,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.461310394,Operation,Operation
1301,Western Europe,Ireland,3291856000,2.895,3.348,2.9,2.071,6680,14714,Manufacturing,Printing and reproduction of recorded media,1,Manufacturing,Manufacturing
1457,Western Europe,Italy,583000000,2.454,2.437,2.263,2.714,187900,14900,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.883,N/A,N/A
1457,Western Europe,Italy,583000000,2.454,2.437,2.263,2.714,187900,14900,"Water Supply; Sewerage, Waste Management And Remediation Activities",Remediation activities and other waste management service activities,0.117,N/A,N/A
1129,Western Europe,United Kingdom of Great Britain and Northern Ireland,1041090000,3.119,3.714,1.988,3.405,11057,14914,Public Administration And Defence; Compulsory Social Security,Education,1,N/A,N/A
1131,Western Europe,United Kingdom of Great Britain and Northern Ireland,5100000000,3.482,3.071,5,2.4,7455,14923,Human Health And Social Work Activities,Gambling and betting activities,1,N/A,N/A
1860,Western Europe,Spain,1885982000,2.929,3,3,2.714,5139.36,15118.61,Information and communication,Information service activities,0.5,N/A,N/A
1860,Western Europe,Spain,1885982000,2.929,3,3,2.714,5139.36,15118.61,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.5,N/A,N/A
3591,Northern America,United States of America,2628800000,2.746,2.95,2.783,2.333,180,15590,Information and communication,Publishing activities,1,Operation,Operation
3591,Northern America,United States of America,2628800000,2.746,2.95,2.783,2.333,180,15590,Information and communication,Publishing activities,1,Operation,Operation
1827,Northern America,United States of America,1210000000,3.512,3.144,4.75,2.69,8842,15808,Human Health And Social Work Activities,Gambling and betting activities,1,Other,Other
1483,Western Europe,Netherlands,13800000000,2.898,3.313,2.983,2.048,7528,15899,Wholesale And Retail Trade,Retail trade,1,Raw materials,Raw materials
1483,Western Europe,Netherlands,13800000000,2.898,3.313,2.983,2.048,7528,15899,Wholesale And Retail Trade,Retail trade,1,Manufacturing,Manufacturing
1483,Western Europe,Netherlands,13800000000,2.898,3.313,2.983,2.048,7528,15899,Wholesale And Retail Trade,Retail trade,1,Operation,Operation
1744,Western Europe,France,3620000000,1.553,1.079,2.011,1.857,104501,15900,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.97465,N/A,N/A
1744,Western Europe,France,3620000000,1.553,1.079,2.011,1.857,104501,15900,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.02535,N/A,N/A
2509,Northern America,United States of America,3305200000,3.021,3.1,3,2.905,4463,16104,Information and communication,"Computer programming, consultancy and related activities",0.316666667,N/A,N/A
2509,Northern America,United States of America,3305200000,3.021,3.1,3,2.905,4463,16104,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.341666667,N/A,N/A
